Season,Team_name,Id,Squad_num,Player_name,Player_name_en,National
2018,제주,20120011,8,김현,Hyun KIM,한국
2017,아산,20120011,8,김현,Hyun KIM,한국
2016,성남,20120011,8,김현,Hyun KIM,한국
2015,제주,20120011,8,김현,Hyun KIM,한국
2014,제주,20120011,8,김현,Hyun KIM,한국
2013,성남,20120011,8,김현,Hyun KIM,한국
2012,전북,20120011,8,김현,Hyun KIM,한국
2021,안양,20120024,7,심동운,Dongwoon SHIM,한국
2020,포항,20120024,7,심동운,Dongwoon SHIM,한국
2019,포항,20120024,7,심동운,Dongwoon SHIM,한국
2018,상주,20120024,7,심동운,Dongwoon SHIM,한국
2017,포항,20120024,7,심동운,Dongwoon SHIM,한국
2016,포항,20120024,7,심동운,Dongwoon SHIM,한국
2015,포항,20120024,7,심동운,Dongwoon SHIM,한국
2014,전남,20120024,7,심동운,Dongwoon SHIM,한국
2013,전남,20120024,7,심동운,Dongwoon SHIM,한국
2012,전남,20120024,7,심동운,Dongwoon SHIM,한국
2021,광주,20120052,5,김원식,Wonsik KIM,한국
2020,서울,20120052,5,김원식,Wonsik KIM,한국
2019,서울,20120052,5,김원식,Wonsik KIM,한국
2018,서울,20120052,5,김원식,Wonsik KIM,한국
2017,서울,20120052,5,김원식,Wonsik KIM,한국
2016,서울,20120052,5,김원식,Wonsik KIM,한국
2015,인천,20120052,5,김원식,Wonsik KIM,한국
2014,안산,20120052,5,김원식,Wonsik KIM,한국
2013,경찰,20120052,5,김원식,Wonsik KIM,한국
2021,서울E,20120064,6,문상윤,Sangyun MOON,한국
2020,서울E,20120064,6,문상윤,Sangyun MOON,한국
2019,성남,20120064,6,문상윤,Sangyun MOON,한국
2018,성남,20120064,6,문상윤,Sangyun MOON,한국
2017,제주,20120064,6,문상윤,Sangyun MOON,한국
2016,제주,20120064,6,문상윤,Sangyun MOON,한국
2015,전북,20120064,6,문상윤,Sangyun MOON,한국
2014,인천,20120064,6,문상윤,Sangyun MOON,한국
2013,인천,20120064,6,문상윤,Sangyun MOON,한국
2012,인천,20120064,6,문상윤,Sangyun MOON,한국
2021,대전,20120066,8,구본상,Bongsang GOO,한국
2020,대전,20120066,8,구본상,Bongsang GOO,한국
2019,안양,20120066,8,구본상,Bongsang GOO,한국
2016,울산,20120066,8,구본상,Bongsang GOO,한국
2015,울산,20120066,8,구본상,Bongsang GOO,한국
2014,인천,20120066,8,구본상,Bongsang GOO,한국
2013,인천,20120066,8,구본상,Bongsang GOO,한국
2012,인천,20120066,8,구본상,Bongsang GOO,한국
2021,제주,20120068,10,진성욱,Seonguk JIN,한국
2020,제주,20120068,10,진성욱,Seonguk JIN,한국
2019,상주,20120068,10,진성욱,Seonguk JIN,한국
2018,제주,20120068,10,진성욱,Seonguk JIN,한국
2017,제주,20120068,10,진성욱,Seonguk JIN,한국
2016,인천,20120068,10,진성욱,Seonguk JIN,한국
2015,인천,20120068,10,진성욱,Seonguk JIN,한국
2014,인천,20120068,10,진성욱,Seonguk JIN,한국
2012,인천,20120068,10,진성욱,Seonguk JIN,한국
2021,광주,20120079,33,이한샘,Hansaim LEE,한국
2020,수원FC,20120079,33,이한샘,Hansaim LEE,한국
2019,수원FC,20120079,33,이한샘,Hansaim LEE,한국
2018,아산,20120079,33,이한샘,Hansaim LEE,한국
2017,수원FC,20120079,33,이한샘,Hansaim LEE,한국
2016,강원,20120079,33,이한샘,Hansaim LEE,한국
2015,강원,20120079,33,이한샘,Hansaim LEE,한국
2014,경남,20120079,33,이한샘,Hansaim LEE,한국
2013,경남,20120079,33,이한샘,Hansaim LEE,한국
2012,광주,20120079,33,이한샘,Hansaim LEE,한국
2021,서울,20120083,15,여름,Reum YEO,한국
2020,광주,20120083,15,여름,Reum YEO,한국
2019,광주,20120083,15,여름,Reum YEO,한국
2018,광주,20120083,15,여름,Reum YEO,한국
2017,상주,20120083,15,여름,Reum YEO,한국
2016,광주,20120083,15,여름,Reum YEO,한국
2015,광주,20120083,15,여름,Reum YEO,한국
2014,광주,20120083,15,여름,Reum YEO,한국
2013,광주,20120083,15,여름,Reum YEO,한국
2021,대구,20120091,20,황순민,Soonmin HWANG,한국
2020,대구,20120091,20,황순민,Soonmin HWANG,한국
2019,대구,20120091,20,황순민,Soonmin HWANG,한국
2018,대구,20120091,20,황순민,Soonmin HWANG,한국
2017,대구,20120091,20,황순민,Soonmin HWANG,한국
2016,상주,20120091,20,황순민,Soonmin HWANG,한국
2015,대구,20120091,20,황순민,Soonmin HWANG,한국
2014,대구,20120091,20,황순민,Soonmin HWANG,한국
2013,대구,20120091,20,황순민,Soonmin HWANG,한국
2012,대구,20120091,20,황순민,Soonmin HWANG,한국
2021,서울E,20120096,33,이재훈,Jaehun LEE,한국
2019,서울E,20120096,33,이재훈,Jaehun LEE,한국
2016,서울E,20120096,33,이재훈,Jaehun LEE,한국
2015,강원,20120096,33,이재훈,Jaehun LEE,한국
2014,강원,20120096,33,이재훈,Jaehun LEE,한국
2013,강원,20120096,33,이재훈,Jaehun LEE,한국
2012,강원,20120096,33,이재훈,Jaehun LEE,한국
2021,제주,20120108,13,정운,Woon CHUNG,한국
2020,제주,20120108,13,정운,Woon CHUNG,한국
2018,제주,20120108,13,정운,Woon CHUNG,한국
2017,제주,20120108,13,정운,Woon CHUNG,한국
2016,제주,20120108,13,정운,Woon CHUNG,한국
2012,울산,20120108,13,정운,Woon CHUNG,한국
2021,성남,20120116,6,안영규,Youngkyu AHN,한국
2020,성남,20120116,6,안영규,Youngkyu AHN,한국
2019,성남,20120116,6,안영규,Youngkyu AHN,한국
2018,광주,20120116,6,안영규,Youngkyu AHN,한국
2017,광주,20120116,6,안영규,Youngkyu AHN,한국
2016,안산,20120116,6,안영규,Youngkyu AHN,한국
2015,광주,20120116,6,안영규,Youngkyu AHN,한국
2014,대전,20120116,6,안영규,Youngkyu AHN,한국
2012,수원,20120116,6,안영규,Youngkyu AHN,한국
2021,안양,20120125,83,윤준성,Junsung YOON,한국
2019,수원FC,20120125,83,윤준성,Junsung YOON,한국
2018,대전,20120125,83,윤준성,Junsung YOON,한국
2017,대전,20120125,83,윤준성,Junsung YOON,한국
2016,상주,20120125,83,윤준성,Junsung YOON,한국
2015,대전,20120125,83,윤준성,Junsung YOON,한국
2014,포항,20120125,83,윤준성,Junsung YOON,한국
2013,포항,20120125,83,윤준성,Junsung YOON,한국
2012,포항,20120125,83,윤준성,Junsung YOON,한국
2021,김천,20120131,14,문창진,Changjin MOON,한국
2020,상주,20120131,14,문창진,Changjin MOON,한국
2019,인천,20120131,14,문창진,Changjin MOON,한국
2018,강원,20120131,14,문창진,Changjin MOON,한국
2017,강원,20120131,14,문창진,Changjin MOON,한국
2016,포항,20120131,14,문창진,Changjin MOON,한국
2015,포항,20120131,14,문창진,Changjin MOON,한국
2014,포항,20120131,14,문창진,Changjin MOON,한국
2013,포항,20120131,14,문창진,Changjin MOON,한국
2012,포항,20120131,14,문창진,Changjin MOON,한국
2021,제주,20120148,1,이창근,Changgeun LEE,한국
2020,상주,20120148,1,이창근,Changgeun LEE,한국
2019,제주,20120148,1,이창근,Changgeun LEE,한국
2018,제주,20120148,1,이창근,Changgeun LEE,한국
2017,제주,20120148,1,이창근,Changgeun LEE,한국
2016,수원FC,20120148,1,이창근,Changgeun LEE,한국
2015,부산,20120148,1,이창근,Changgeun LEE,한국
2014,부산,20120148,1,이창근,Changgeun LEE,한국
2013,부산,20120148,1,이창근,Changgeun LEE,한국
2012,부산,20120148,1,이창근,Changgeun LEE,한국
2021,부산,20120149,37,구현준,Hyunjun KU,한국
2019,부산,20120149,37,구현준,Hyunjun KU,한국
2018,부산,20120149,37,구현준,Hyunjun KU,한국
2017,부산,20120149,37,구현준,Hyunjun KU,한국
2016,부산,20120149,37,구현준,Hyunjun KU,한국
2015,부산,20120149,37,구현준,Hyunjun KU,한국
2014,부산,20120149,37,구현준,Hyunjun KU,한국
2013,부산,20120149,37,구현준,Hyunjun KU,한국
2012,부산,20120149,37,구현준,Hyunjun KU,한국
2019,부산,20120150,5,유수철,Sucheol YU,한국
2021,전북,20130028,24,김승대,KIM Seungdae,한국
2020,강원,20130028,24,김승대,KIM Seungdae,한국
2019,전북,20130028,24,김승대,KIM Seungdae,한국
2018,포항,20130028,24,김승대,KIM Seungdae,한국
2017,포항,20130028,24,김승대,KIM Seungdae,한국
2015,포항,20130028,24,김승대,KIM Seungdae,한국
2014,포항,20130028,24,김승대,KIM Seungdae,한국
2013,포항,20130028,24,김승대,KIM Seungdae,한국
2021,제주,20130031,36,김주원,Joowon KIM,한국
2020,전남,20130031,36,김주원,Joowon KIM,한국
2019,전남,20130031,36,김주원,Joowon KIM,한국
2018,아산,20130031,36,김주원,Joowon KIM,한국
2017,전남,20130031,36,김주원,Joowon KIM,한국
2016,포항,20130031,36,김주원,Joowon KIM,한국
2015,포항,20130031,36,김주원,Joowon KIM,한국
2014,포항,20130031,36,김주원,Joowon KIM,한국
2013,포항,20130031,36,김주원,Joowon KIM,한국
2021,전남,20130032,12,박희성,Heeseong PARK,한국
2018,서울,20130032,12,박희성,Heeseong PARK,한국
2017,서울,20130032,12,박희성,Heeseong PARK,한국
2016,상주,20130032,12,박희성,Heeseong PARK,한국
2015,서울,20130032,12,박희성,Heeseong PARK,한국
2014,서울,20130032,12,박희성,Heeseong PARK,한국
2013,서울,20130032,12,박희성,Heeseong PARK,한국
2021,경남,20130101,5,김영찬,Youngchan KIM,한국
2020,부천,20130101,5,김영찬,Youngchan KIM,한국
2019,수원FC,20130101,5,김영찬,Youngchan KIM,한국
2018,안양,20130101,5,김영찬,Youngchan KIM,한국
2017,전북,20130101,5,김영찬,Youngchan KIM,한국
2016,전북,20130101,5,김영찬,Youngchan KIM,한국
2015,전북,20130101,5,김영찬,Youngchan KIM,한국
2014,수원FC,20130101,5,김영찬,Youngchan KIM,한국
2013,대구,20130101,5,김영찬,Youngchan KIM,한국
2021,성남,20130102,3,권경원,Kyungwon KWON,한국
2020,상주,20130102,3,권경원,Kyungwon KWON,한국
2019,전북,20130102,3,권경원,Kyungwon KWON,한국
2014,전북,20130102,3,권경원,Kyungwon KWON,한국
2013,전북,20130102,3,권경원,Kyungwon KWON,한국
2021,수원,20130108,22,권창훈,Changhoon KWON,한국
2016,수원,20130108,22,권창훈,Changhoon KWON,한국
2015,수원,20130108,22,권창훈,Changhoon KWON,한국
2014,수원,20130108,22,권창훈,Changhoon KWON,한국
2013,수원,20130108,22,권창훈,Changhoon KWON,한국
2021,안산,20130112,4,연제민,Jemin YEON,한국
2020,안산,20130112,4,연제민,Jemin YEON,한국
2018,부산,20130112,4,연제민,Jemin YEON,한국
2017,전남,20130112,4,연제민,Jemin YEON,한국
2016,수원,20130112,4,연제민,Jemin YEON,한국
2015,수원,20130112,4,연제민,Jemin YEON,한국
2014,부산,20130112,4,연제민,Jemin YEON,한국
2013,수원,20130112,4,연제민,Jemin YEON,한국
2019,인천,20130114,36,김대경,DAEKYUNG KIM,한국
2018,인천,20130114,36,김대경,DAEKYUNG KIM,한국
2017,인천,20130114,36,김대경,DAEKYUNG KIM,한국
2016,인천,20130114,36,김대경,DAEKYUNG KIM,한국
2015,인천,20130114,36,김대경,DAEKYUNG KIM,한국
2014,수원,20130114,36,김대경,DAEKYUNG KIM,한국
2013,수원,20130114,36,김대경,DAEKYUNG KIM,한국
2021,성남,20130117,19,박용지,Youngji PARK,한국
2020,대전,20130117,19,박용지,Youngji PARK,한국
2019,상주,20130117,19,박용지,Youngji PARK,한국
2018,상주,20130117,19,박용지,Youngji PARK,한국
2017,인천,20130117,19,박용지,Youngji PARK,한국
2016,성남,20130117,19,박용지,Youngji PARK,한국
2015,성남,20130117,19,박용지,Youngji PARK,한국
2014,부산,20130117,19,박용지,Youngji PARK,한국
2013,울산,20130117,19,박용지,Youngji PARK,한국
2021,광주,20130126,2,박준강,Joonkang PARK,한국
2020,부산,20130126,2,박준강,Joonkang PARK,한국
2019,부산,20130126,2,박준강,Joonkang PARK,한국
2018,부산,20130126,2,박준강,Joonkang PARK,한국
2017,상주,20130126,2,박준강,Joonkang PARK,한국
2016,상주,20130126,2,박준강,Joonkang PARK,한국
2015,부산,20130126,2,박준강,Joonkang PARK,한국
2014,부산,20130126,2,박준강,Joonkang PARK,한국
2013,부산,20130126,2,박준강,Joonkang PARK,한국
2021,성남,20130129,29,정석화,sukhwa JUNG,한국
2020,강원,20130129,29,정석화,sukhwa JUNG,한국
2019,강원,20130129,29,정석화,sukhwa JUNG,한국
2018,강원,20130129,29,정석화,sukhwa JUNG,한국
2017,부산,20130129,29,정석화,sukhwa JUNG,한국
2016,부산,20130129,29,정석화,sukhwa JUNG,한국
2015,부산,20130129,29,정석화,sukhwa JUNG,한국
2014,부산,20130129,29,정석화,sukhwa JUNG,한국
2013,부산,20130129,29,정석화,sukhwa JUNG,한국
2021,강원,20130131,18,이정협,LEE Junghyub,한국
2020,부산,20130131,18,이정협,LEE Junghyub,한국
2019,부산,20130131,18,이정협,LEE Junghyub,한국
2017,부산,20130131,18,이정협,LEE Junghyub,한국
2016,울산,20130131,18,이정협,LEE Junghyub,한국
2015,부산,20130131,18,이정협,LEE Junghyub,한국
2014,상주,20130131,18,이정협,LEE Junghyub,한국
2013,부산,20130131,18,이정협,LEE Junghyub,한국
2021,김천,20130142,42,박지수,Jisoo PARK,한국
2018,경남,20130142,42,박지수,Jisoo PARK,한국
2017,경남,20130142,42,박지수,Jisoo PARK,한국
2016,경남,20130142,42,박지수,Jisoo PARK,한국
2015,경남,20130142,42,박지수,Jisoo PARK,한국
2021,전남,20130145,25,이석현,Seokhyun LEE,한국
2019,포항,20130145,25,이석현,Seokhyun LEE,한국
2018,포항,20130145,25,이석현,Seokhyun LEE,한국
2017,서울,20130145,25,이석현,Seokhyun LEE,한국
2016,서울,20130145,25,이석현,Seokhyun LEE,한국
2015,서울,20130145,25,이석현,Seokhyun LEE,한국
2014,인천,20130145,25,이석현,Seokhyun LEE,한국
2013,인천,20130145,25,이석현,Seokhyun LEE,한국
2021,광주,20130151,1,윤평국,Pyeonggook YUN,한국
2020,광주,20130151,1,윤평국,Pyeonggook YUN,한국
2019,광주,20130151,1,윤평국,Pyeonggook YUN,한국
2018,광주,20130151,1,윤평국,Pyeonggook YUN,한국
2017,광주,20130151,1,윤평국,Pyeonggook YUN,한국
2016,상주,20130151,1,윤평국,Pyeonggook YUN,한국
2015,상주,20130151,1,윤평국,Pyeonggook YUN,한국
2021,울산,20130156,21,조현우,JO Hyeonwoo,한국
2020,울산,20130156,21,조현우,JO Hyeonwoo,한국
2019,대구,20130156,21,조현우,JO Hyeonwoo,한국
2018,대구,20130156,21,조현우,JO Hyeonwoo,한국
2017,대구,20130156,21,조현우,JO Hyeonwoo,한국
2016,대구,20130156,21,조현우,JO Hyeonwoo,한국
2015,대구,20130156,21,조현우,JO Hyeonwoo,한국
2014,대구,20130156,21,조현우,JO Hyeonwoo,한국
2013,대구,20130156,21,조현우,JO Hyeonwoo,한국
2021,강원,20130165,26,임채민,CHAIMIN LIM,한국
2020,강원,20130165,26,임채민,CHAIMIN LIM,한국
2019,성남,20130165,26,임채민,CHAIMIN LIM,한국
2018,성남,20130165,26,임채민,CHAIMIN LIM,한국
2017,상주,20130165,26,임채민,CHAIMIN LIM,한국
2016,성남,20130165,26,임채민,CHAIMIN LIM,한국
2015,성남,20130165,26,임채민,CHAIMIN LIM,한국
2014,성남,20130165,26,임채민,CHAIMIN LIM,한국
2013,성남,20130165,26,임채민,CHAIMIN LIM,한국
2021,부천,20130166,14,조수철,Soochul JO,한국
2020,부천,20130166,14,조수철,Soochul JO,한국
2019,부천,20130166,14,조수철,Soochul JO,한국
2018,상주,20130166,14,조수철,Soochul JO,한국
2017,부천,20130166,14,조수철,Soochul JO,한국
2016,포항,20130166,14,조수철,Soochul JO,한국
2015,인천,20130166,14,조수철,Soochul JO,한국
2014,인천,20130166,14,조수철,Soochul JO,한국
2013,성남,20130166,14,조수철,Soochul JO,한국
2021,대전,20130172,19,박주원,Juwon PARK,한국
2020,대전,20130172,19,박주원,Juwon PARK,한국
2019,대전,20130172,19,박주원,Juwon PARK,한국
2018,대전,20130172,19,박주원,Juwon PARK,한국
2017,아산,20130172,19,박주원,Juwon PARK,한국
2016,대전,20130172,19,박주원,Juwon PARK,한국
2015,대전,20130172,19,박주원,Juwon PARK,한국
2014,대전,20130172,19,박주원,Juwon PARK,한국
2013,대전,20130172,19,박주원,Juwon PARK,한국
2017,대전,20130177,36,김성수,Seongsoo KIM,한국
2016,고양,20130177,36,김성수,Seongsoo KIM,한국
2015,대전,20130177,36,김성수,Seongsoo KIM,한국
2014,대전,20130177,36,김성수,Seongsoo KIM,한국
2013,대전,20130177,36,김성수,Seongsoo KIM,한국
2021,성남,20130191,4,이창용,Changyong LEE,한국
2020,성남,20130191,4,이창용,Changyong LEE,한국
2019,성남,20130191,4,이창용,Changyong LEE,한국
2018,울산,20130191,4,이창용,Changyong LEE,한국
2017,아산,20130191,4,이창용,Changyong LEE,한국
2016,울산,20130191,4,이창용,Changyong LEE,한국
2015,울산,20130191,4,이창용,Changyong LEE,한국
2014,강원,20130191,4,이창용,Changyong LEE,한국
2013,강원,20130191,4,이창용,Changyong LEE,한국
2021,광주,20130193,90,김봉진,Bongjin KIM,한국
2015,경남,20130193,90,김봉진,Bongjin KIM,한국
2013,강원,20130193,90,김봉진,Bongjin KIM,한국
2021,제주,20130248,18,주민규,Minkyu JOO,한국
2020,제주,20130248,18,주민규,Minkyu JOO,한국
2019,울산,20130248,18,주민규,Minkyu JOO,한국
2018,서울E,20130248,18,주민규,Minkyu JOO,한국
2017,상주,20130248,18,주민규,Minkyu JOO,한국
2016,서울E,20130248,18,주민규,Minkyu JOO,한국
2015,서울E,20130248,18,주민규,Minkyu JOO,한국
2014,고양,20130248,18,주민규,Minkyu JOO,한국
2013,고양,20130248,18,주민규,Minkyu JOO,한국
2021,전남,20130295,16,이후권,Hookwon LEE,한국
2020,전남,20130295,16,이후권,Hookwon LEE,한국
2019,전남,20130295,16,이후권,Hookwon LEE,한국
2018,포항,20130295,16,이후권,Hookwon LEE,한국
2017,성남,20130295,16,이후권,Hookwon LEE,한국
2016,성남,20130295,16,이후권,Hookwon LEE,한국
2015,부천,20130295,16,이후권,Hookwon LEE,한국
2014,상주,20130295,16,이후권,Hookwon LEE,한국
2013,부천,20130295,16,이후권,Hookwon LEE,한국
2021,대전,20130297,81,공민현,Minhyun KONG,한국
2020,제주,20130297,81,공민현,Minhyun KONG,한국
2019,성남,20130297,81,공민현,Minhyun KONG,한국
2018,부천,20130297,81,공민현,Minhyun KONG,한국
2017,부천,20130297,81,공민현,Minhyun KONG,한국
2016,안산,20130297,81,공민현,Minhyun KONG,한국
2015,부천,20130297,81,공민현,Minhyun KONG,한국
2014,부천,20130297,81,공민현,Minhyun KONG,한국
2013,부천,20130297,81,공민현,Minhyun KONG,한국
2021,수원FC,20130322,1,박배종,BAE JONG PARK,한국
2020,수원FC,20130322,1,박배종,BAE JONG PARK,한국
2019,수원FC,20130322,1,박배종,BAE JONG PARK,한국
2018,수원FC,20130322,1,박배종,BAE JONG PARK,한국
2017,아산,20130322,1,박배종,BAE JONG PARK,한국
2016,수원FC,20130322,1,박배종,BAE JONG PARK,한국
2015,수원FC,20130322,1,박배종,BAE JONG PARK,한국
2014,수원FC,20130322,1,박배종,BAE JONG PARK,한국
2013,수원FC,20130322,1,박배종,BAE JONG PARK,한국
2021,전남,20130332,9,김병오,Byongoh KIM,한국
2020,부산,20130332,9,김병오,Byongoh KIM,한국
2019,수원FC,20130332,9,김병오,Byongoh KIM,한국
2017,상주,20130332,9,김병오,Byongoh KIM,한국
2016,수원FC,20130332,9,김병오,Byongoh KIM,한국
2015,충주,20130332,9,김병오,Byongoh KIM,한국
2013,안양,20130332,9,김병오,Byongoh KIM,한국
2021,광주,20130335,8,이으뜸,Euddeum LEE,한국
2020,광주,20130335,8,이으뜸,Euddeum LEE,한국
2019,광주,20130335,8,이으뜸,Euddeum LEE,한국
2018,광주,20130335,8,이으뜸,Euddeum LEE,한국
2017,아산,20130335,8,이으뜸,Euddeum LEE,한국
2016,광주,20130335,8,이으뜸,Euddeum LEE,한국
2015,광주,20130335,8,이으뜸,Euddeum LEE,한국
2014,안양,20130335,8,이으뜸,Euddeum LEE,한국
2013,안양,20130335,8,이으뜸,Euddeum LEE,한국
2021,제주,20130340,7,조성준,Seongjoon JO,한국
2019,성남,20130340,7,조성준,Seongjoon JO,한국
2018,아산,20130340,7,조성준,Seongjoon JO,한국
2017,아산,20130340,7,조성준,Seongjoon JO,한국
2016,광주,20130340,7,조성준,Seongjoon JO,한국
2015,안양,20130340,7,조성준,Seongjoon JO,한국
2014,안양,20130340,7,조성준,Seongjoon JO,한국
2013,안양,20130340,7,조성준,Seongjoon JO,한국
2021,수원FC,20130345,8,정재용,Jaeyong JEONG,한국
2020,수원FC,20130345,8,정재용,Jaeyong JEONG,한국
2019,포항,20130345,8,정재용,Jaeyong JEONG,한국
2018,울산,20130345,8,정재용,Jaeyong JEONG,한국
2017,울산,20130345,8,정재용,Jaeyong JEONG,한국
2016,울산,20130345,8,정재용,Jaeyong JEONG,한국
2015,안양,20130345,8,정재용,Jaeyong JEONG,한국
2014,안양,20130345,8,정재용,Jaeyong JEONG,한국
2013,안양,20130345,8,정재용,Jaeyong JEONG,한국
2021,경남,20130349,1,황성민,Sungmin HWANG,한국
2020,경남,20130349,1,황성민,Sungmin HWANG,한국
2019,제주,20130349,1,황성민,Sungmin HWANG,한국
2018,안산,20130349,1,황성민,Sungmin HWANG,한국
2017,안산,20130349,1,황성민,Sungmin HWANG,한국
2015,충주,20130349,1,황성민,Sungmin HWANG,한국
2014,충주,20130349,1,황성민,Sungmin HWANG,한국
2013,충주,20130349,1,황성민,Sungmin HWANG,한국
2021,서울E,20130410,92,김인성,Insung KIM,한국
2020,울산,20130410,92,김인성,Insung KIM,한국
2019,울산,20130410,92,김인성,Insung KIM,한국
2018,울산,20130410,92,김인성,Insung KIM,한국
2017,울산,20130410,92,김인성,Insung KIM,한국
2016,울산,20130410,92,김인성,Insung KIM,한국
2015,인천,20130410,92,김인성,Insung KIM,한국
2014,전북,20130410,92,김인성,Insung KIM,한국
2013,성남,20130410,92,김인성,Insung KIM,한국
2021,부천,20140031,7,박준희,Junhui PARK,한국
2020,광주,20140031,7,박준희,Junhui PARK,한국
2019,안산,20140031,7,박준희,Junhui PARK,한국
2018,안산,20140031,7,박준희,Junhui PARK,한국
2017,안산,20140031,7,박준희,Junhui PARK,한국
2016,포항,20140031,7,박준희,Junhui PARK,한국
2015,포항,20140031,7,박준희,Junhui PARK,한국
2014,포항,20140031,7,박준희,Junhui PARK,한국
2021,포항,20140033,10,강상우,Sangwoo KANG,한국
2020,포항,20140033,10,강상우,Sangwoo KANG,한국
2019,상주,20140033,10,강상우,Sangwoo KANG,한국
2018,포항,20140033,10,강상우,Sangwoo KANG,한국
2017,포항,20140033,10,강상우,Sangwoo KANG,한국
2016,포항,20140033,10,강상우,Sangwoo KANG,한국
2015,포항,20140033,10,강상우,Sangwoo KANG,한국
2014,포항,20140033,10,강상우,Sangwoo KANG,한국
2020,포항,20140035,11,이광혁,GWANGHYEOK LEE,한국
2019,포항,20140035,11,이광혁,GWANGHYEOK LEE,한국
2018,포항,20140035,11,이광혁,GWANGHYEOK LEE,한국
2017,포항,20140035,11,이광혁,GWANGHYEOK LEE,한국
2016,포항,20140035,11,이광혁,GWANGHYEOK LEE,한국
2015,포항,20140035,11,이광혁,GWANGHYEOK LEE,한국
2014,포항,20140035,11,이광혁,GWANGHYEOK LEE,한국
2021,포항,20140038,31,강현무,HYEONMU KANG,한국
2020,포항,20140038,31,강현무,HYEONMU KANG,한국
2019,포항,20140038,31,강현무,HYEONMU KANG,한국
2018,포항,20140038,31,강현무,HYEONMU KANG,한국
2017,포항,20140038,31,강현무,HYEONMU KANG,한국
2016,포항,20140038,31,강현무,HYEONMU KANG,한국
2015,포항,20140038,31,강현무,HYEONMU KANG,한국
2021,수원FC,20140039,2,정동호,Dongho JEONG,한국
2020,울산,20140039,2,정동호,Dongho JEONG,한국
2019,울산,20140039,2,정동호,Dongho JEONG,한국
2018,울산,20140039,2,정동호,Dongho JEONG,한국
2017,울산,20140039,2,정동호,Dongho JEONG,한국
2016,울산,20140039,2,정동호,Dongho JEONG,한국
2015,울산,20140039,2,정동호,Dongho JEONG,한국
2014,울산,20140039,2,정동호,Dongho JEONG,한국
2021,서울E,20140040,88,김선민,Seonmin KIM,한국
2020,대구,20140040,88,김선민,Seonmin KIM,한국
2019,대구,20140040,88,김선민,Seonmin KIM,한국
2018,아산,20140040,88,김선민,Seonmin KIM,한국
2017,대구,20140040,88,김선민,Seonmin KIM,한국
2016,대전,20140040,88,김선민,Seonmin KIM,한국
2015,안양,20140040,88,김선민,Seonmin KIM,한국
2014,울산,20140040,88,김선민,Seonmin KIM,한국
2021,울산,20140041,27,이명재,Myungjae LEE,한국
2019,울산,20140041,27,이명재,Myungjae LEE,한국
2018,울산,20140041,27,이명재,Myungjae LEE,한국
2017,울산,20140041,27,이명재,Myungjae LEE,한국
2016,울산,20140041,27,이명재,Myungjae LEE,한국
2015,울산,20140041,27,이명재,Myungjae LEE,한국
2014,울산,20140041,27,이명재,Myungjae LEE,한국
2021,성남,20140042,22,안진범,JINBEOM AN,한국
2020,인천,20140042,22,안진범,JINBEOM AN,한국
2019,상주,20140042,22,안진범,JINBEOM AN,한국
2018,상주,20140042,22,안진범,JINBEOM AN,한국
2017,안양,20140042,22,안진범,JINBEOM AN,한국
2016,안양,20140042,22,안진범,JINBEOM AN,한국
2015,인천,20140042,22,안진범,JINBEOM AN,한국
2014,울산,20140042,22,안진범,JINBEOM AN,한국
2021,전북,20140059,32,이주용,Juyong LEE,한국
2020,전북,20140059,32,이주용,Juyong LEE,한국
2019,전북,20140059,32,이주용,Juyong LEE,한국
2018,전북,20140059,32,이주용,Juyong LEE,한국
2017,아산,20140059,32,이주용,Juyong LEE,한국
2016,전북,20140059,32,이주용,Juyong LEE,한국
2015,전북,20140059,32,이주용,Juyong LEE,한국
2014,전북,20140059,32,이주용,Juyong LEE,한국
2021,경남,20140065,9,윤주태,Jutae YUN,한국
2020,서울,20140065,9,윤주태,Jutae YUN,한국
2019,서울,20140065,9,윤주태,Jutae YUN,한국
2018,서울,20140065,9,윤주태,Jutae YUN,한국
2017,상주,20140065,9,윤주태,Jutae YUN,한국
2016,서울,20140065,9,윤주태,Jutae YUN,한국
2015,서울,20140065,9,윤주태,Jutae YUN,한국
2014,서울,20140065,9,윤주태,Jutae YUN,한국
2021,김천,20140066,6,심상민,SIM Sangmin,한국
2020,상주,20140066,6,심상민,SIM Sangmin,한국
2019,포항,20140066,6,심상민,SIM Sangmin,한국
2018,서울,20140066,6,심상민,SIM Sangmin,한국
2017,서울,20140066,6,심상민,SIM Sangmin,한국
2016,서울E,20140066,6,심상민,SIM Sangmin,한국
2015,서울,20140066,6,심상민,SIM Sangmin,한국
2014,서울,20140066,6,심상민,SIM Sangmin,한국
2021,서울,20140067,5,오스마르,IBANEZ Barba OSMAR,스페인
2020,서울,20140067,5,오스마르,IBANEZ Barba OSMAR,스페인
2019,서울,20140067,5,오스마르,IBANEZ Barba OSMAR,스페인
2017,서울,20140067,5,오스마르,IBANEZ Barba OSMAR,스페인
2016,서울,20140067,5,오스마르,IBANEZ Barba OSMAR,스페인
2015,서울,20140067,5,오스마르,IBANEZ Barba OSMAR,스페인
2014,서울,20140067,5,오스마르,IBANEZ Barba OSMAR,스페인
2021,서울,20140075,2,황현수,Hyunsoo HWANG,한국
2020,서울,20140075,2,황현수,Hyunsoo HWANG,한국
